,0
shank,1
shankar,2
shanking,0
shannon,0
shanti,1
shape,1
shaped,1
shaping,0
shaq,1
share,63
shared,7
shares,2
sharing,7
sharks,1
sharma,1
sharp,4
sharpen,1
sharpening,0
sharpest,1
shashi,0
shatta,0
shatter,0
shattering,1
shauna,0
shave,3
shaved,2
shaven,0
shaving,1
shaw,0
shay,1
shea,1
sheep,2
sheer,1
sheesh,0
sheet,1
sheets,2
shefali,0
sheffield,1
sheikh,1
sheila,1
shelby,0
shelf,0
shelter,7
sheltered,0
sheltering,3
shelton,0
shelves,5
shenanigans,3
shenzhen,2
shepard,0
sheperd,0
shepherd,1
sheppard,0
shera,0
shere,0
sheriff,0
sheriffs,0
sherman,0
shes,0
shi,0
shield,5
shielding,0
shields,221
shift,1
shifted,1
shifters,1
shifts,1
shimmy,0
shimmying,0
shine,2
shines,0
shining,4
shinjuku,0
shinning,5
shiny,1
ship,4
shipment,1
shipments,0
shipped,2
shipping,8
ships,0
shipwreck,1
shirdi,0
shire,0
shirley,0
shirt,8
shirtless,1
shirts,2
shit,49
shite,0
shits,3
shitty,1
shity,1
shiva,1
shivaji,0
shivam,0
shiver,0
shiz,1
sho,1
shoals,1
shock,2
shocked,0
shocker,1
shocking,0
shoe,3
shoemaker,1
shoes,7
shola,0
shook,0
shoot,10
shooter,0
shooters,2
shooting,13
shootouts,0
shoots,3
shop,32
shopkeepers,1
shopper,1
shoppers,0
shopping,22
shops,3
shore,2
shoreditch,24
shores,2
shortage,1
shortages,0
shortcomings,0
shortcuts,0
shorter,0
shortest,0
shortly,2
shorts,0
shot,22
shotgun,1
shotguns,1
shots,13
shotter,0
shoulder,4
shouldering,0
shoulders,0
shouldnt,0
shout,11
shouting,0
shouts,0
shoved,1
show,38
showcase,1
showcases,0
showdown,0
showed,1
shower,4
showered,0
showers,0
showgirl,0
showing,7
showings,2
shown,4
showroom,2
shows,11
showtime,0
shrank,1
shredded,1
shredding,0
shreveport,2
shrewsbury,0
shrimp,2
shrinking,1
shroff,1
shropshire,0
shrug,0
shrunk,1
shuddered,1
shuffle,1
shut,17
shutdown,7
shuts,0
shutter,1
shuttered,1
shutting,3
shuttle,0
shy,0
shyt,0
si,1
siamese,1
sib,1
siberian,0
sibling,0
siblings,2
sichuan,0
sicily,1
sick,24
sicker,0
sickle,0
sickness,2
sid,0
siddharth,1
side,27
sided,1
sideline,0
sides,2
sidewalk,0
sidewalks,1
sideways,0
siding,0
sidney,0
siege,0
sierra,2
sigh,0
sighs,0
sight,4
sighted,2
sightings,1
sights,1
sightseeing,1
sign,15
signal,0
signature,0
signed,4
significant,2
significantly,2
signing,1
signposted,1
signs,9
sik,0
sikh,0
silence,3
silencio,0
silent,4
silently,0
silhouette,0
silicon,2
silk,0
silky,1
silliness,2
silly,0
silver,6
silverado,0
silverlake,1
silvestre,1
sim,2
simba,0
simcoe,1
simi,0
similar,5
simmer,0
simmered,0
simmons,1
simon,0
simone,0
simonelli,0
simple,16
simpler,0
simplicities,1
simplicity,0
simplified,1
simplistic,0
simply,3
simpsons,1
sims,0
simulation,1
simultaneously,1
sin,1
sinai,3
sinatra,1
sincere,3
sincerely,2
sinead,0
sinews,0
sing,2
singapore,9
singaporean,0
singer,8
singers,0
singh,3
singing,4
single,26
singles,0
singleton,0
sings,0
sinha,1
sinister,0
sink,2
sinks,1
sinn,0
sinner,1
sinning,0
sins,0
sioux,0
sip,0
sipping,1
sir,4
siren,0
sirens,2
siri,2
sis,4
sissy,0
sister,5
sisterhood,0
sisters,3
sit,9
sita,0
site,6
sites,1
siting,1
sits,0
sitting,9
situation,27
situations,0
siv,0
siva,1
sixth,0
sizable,0
size,42
sized,1
sizes,3
sizzle,0
sizzling,0
sk,2
skate,0
skateboard,0
skateboarders,0
skateboarding,0
skateboards,0
skatepark,0
skater,0
skating,0
skeet,0
skeleton,1
skeletons,0
skelta,0
sketch,2
sketchbook,0
sketches,0
sketching,1
skewers,0
ski,1
skies,0
skiing,4
skill,2
skilled,0
skillet,1
skills,12
skin,5
skinhead,1
skinny,0
skinnydipping,0
skip,1
skipped,1
skipping,0
skirt,1
skirting,0
skirts,0
skit,3
skits,0
skoda,0
skull,3
skulls,0
sky,30
skye,1
skylar,1
skyline,1
skys,0
skyscraper,0
sl,2
slacker,0
slain,0
slam,1
slamdunk,1
slammed,0
slapdash,1
slapped,1
slaps,1
slapstick,0
slash,0
slate,0
slated,0
slave,1
slavery,1
slaves,1
slavic,1
slaw,1
slay,0
slayer,1
slayers,0
slaying,1
slays,0
sledding,0
sleep,11
sleeping,2
sleepover,1
sleeps,3
sleepy,1
sleeve,0
sleeves,0
sleigh,0
slept,1
sleuths,0
slice,2
slices,0
slid,0
slide,0
slider,0
sliders,0
slides,0
slideshow,1
slidin,1
sliding,0
slight,1
slightly,1
slim,1
slime,1
slingshot,0
slip,1
slipped,0
slippery,0
slipping,0
slobber,0
slogan,0
slogans,1
slope,0
sloppy,1
slot,1
sloth,0
slough,7
slovakia,0
slovenia,10
slow,11
slowdown,1
slowed,1
slower,0
slowing,2
slowly,5
slowmo,0
slowmotion,0
slows,0
slugs,1
slum,3
slums,1
sm,0
smack,0
smackdown,0
smal,1
smaller,3
smallest,1
smart,5
smarter,1
smash,0
smashed,0
smashes,0
smashing,1
smedley,0
smell,3
smelled,0
smells,0
smile,16
smiled,0
smiles,1
smiley,0
smiling,9
smirnoff,0
smit,0
smith,3
smiths,3
smithsonian,0
smog,1
smoke,4
smoked,1
smoker,0
smokers,1
smokey,0
smokin,0
smoking,1
smooth,2
smoothie,1
smoothies,0
smothers,0
sms,8
smudge,1
smuggle,1
sn,0
snack,1
snacking,0
snacks,5
snag,1
snagged,0
snails,2
snake,1
snakes,0
snap,2
snape,0
snapped,0
snapper,0
snaps,2
snapshot,0
snart,0
snatch,1
snatched,0
sneak,4
sneaker,2
sneakers,3
sneakpreview,1
sneaky,0
sneeze,3
sneezing,3
sneha,1
snes,0
sniff,1
sniffing,1
snip,1
sniper,0
snipers,1
snippet,1
snips,2
snl,0
snoop,0
snoops,1
snoopy,0
snore,0
snoring,0
snow,7
snowball,0
snowboarding,4
snowed,1
snowflakes,1
snowing,0
snowman,0
snowstorm,0
snowy,1
snuck,0
snug,0
snuggle,2
snuggles,2
snuggly,1
snyder,0
soak,1
soaking,2
soap,14
soapdish,0
soaping,0
soaps,0
soapy,0
soar,0
soars,1
sober,0
socal,0
soccer,2
social,95
socialist,0
socialites,0
socialize,2
socially,2
societies,0
society,10
sociopath,0
sock,0
socket,1
socks,0
socrates,0
sod,1
soda,219
sodas,0
sodium,0
sodom,1
sofa,0
sofia,0
soft,2
softcore,1
software,2
sohail,1
soho,3
soi,0
soil,3
soiree,0
sol,0
solace,1
solar,1
sold,7
soldier,0
soldiering,0
soldiers,1
sole,1
soledad,1
solid,1
solidarity,2
solitary,0
solitude,1
solo,4
solomon,1
solstice,0
solution,11
solutions,3
solve,2
solved,0
soma,0
somalia,1
somebodies,1
someday,1
somehow,0
somerset,1
somethin,0
somethings,1
sometime,0
somewhat,1
somewhere,11
sommeil,1
somnath,1
son,10
sonar,0
sondheim,0
song,28
songs,3
songwriter,5
songwriting,2
sonnenallee,0
sonnenschein,1
sonny,1
sonoma,0
sons,1
sonu,0
sony,2
sonya,11
soo,3
sookie,0
sooner,3
sooo,2
soooo,3
sooooo,1
soooooo,0
sooth,0
soothe,0
soothing,2
sophia,0
sophie,1
sophisticated,0
sophomore,0
soppy,0
soprano,2
sorcery,0
sore,3
sorrow,0
sorrows,1
sorry,14
sort,6
sorted,1
sos,0
soso,0
sot,0
sought,2
soul,10
soulless,0
soulmate,1
souls,3
sound,9
sounded,0
sounding,1
soundman,1
sounds,7
soundscapes,0
soundtrack,1
soup,3
sour,0
source,8
sourced,2
sources,1
south,83
southampton,0
southeast,2
southern,5
southland,0
southport,3
southside,0
southwest,1
souvenir,0
sows,1
sox,0
soy,4
sp,4
spa,3
space,13
spaced,0
spaceman,2
spaces,2
spaceship,1
spades,0
spaghetti,2
spain,36
spam,0
span,2
spanish,47
spanking,0
spare,2
spared,0
sparing,0
spark,1
sparked,0
sparkle,1
sparkles,0
sparkling,1
sparks,0
sparky,1
sparring,1
spartan,0
spartans,2
spat,1
spatial,0
speak,2
speaker,0
speakers,0
speaking,3
speaks,2
spear,1
specialise,0
specialist,3
specialists,0
speciality,0
specially,2
specialty,1
specie,0
species,1
specific,1
specifically,4
specifications,0
specs,1
spectacular,0
spectacularly,1
spectrum,1
speculation,1
speculations,1
speech,1
speechless,1
speed,6
speedily,0
speeding,2
speedway,0
speedy,2
spell,2
spencer,0
spend,10
spending,5
spends,0
spent,4
spice,0
spiced,0
spices,0
spiceworld,1
spicier,0
spicy,2
spider,1
spiderman,2
spiders,1
spike,0
spiked,0
spikes,0
spiky,1
spill,1
spin,1
spinach,0
spine,0
spinning,2
spins,0
spiraled,1
spirit,4
spirited,0
spirits,3
spiritual,19
spirituality,0
spiritually,1
spirt,1
spit,1
spite,0
spitfires,0
spitting,1
splash,2
splashes,1
splendor,0
splice,0
spliced,1
spliff,0
splinters,1
split,0
splurges,0
spock,0
spoil,1
spoiled,0
spokane,1
spoke,3
spoken,3
spongebob,0
sponsor,2
sponsored,6
sponsoring,0
sponsors,0
sponsorship,0
spontaneous,0
spoof,3
spooky,2
spools,2
spoon,1
sport,6
sporting,1
sports,11
spot,16
spotlight,0
spots,0
spotted,3
spotter,0
spouses,0
spray,7
sprayed,1
spraying,1
spread,78
spreading,16
spreads,2
spring,63
springer,0
springfield,1
springs,4
springtime,5
sprinkler,1
sprint,2
sprit,0
sprite,0
sprout,1
sprouted,0
sprouts,0
sprung,0
spy,0
spyros,0
squad,5
square,6
squared,0
squares,1
squat,3
squats,3
squaw,0
squeaks,0
squeaky,0
squeal,0
squeeze,1
squeezed,1
squinty,0
squirrel,2
squirrels,0
squishy,1
sr,0
sri,0
srk,0
ss,2
ssa,1
ssi,1
ssp,0
st,36
sta,2
stability,1
stabilizing,26
stable,1
stables,0
stache,0
stack,0
stacked,0
stacy,0
stadium,5
stadiums,1
staff,33
stafford,1
staffs,0
stag,0
stage,9
stagecoach,1
stages,2
staggers,1
stain,0
stainless,0
stair,0
staircase,1
stairs,2
stairway,0
stake,0
stale,0
stalked,1
stalkers,0
stall,0
stamford,15
stamina,0
stamp,0
stamped,1
stan,1
stand,11
standard,8
standards,0
standby,0
standing,1
standish,0
standoffish,0
standout,1
stands,3
standstill,1
standup,1
stanford,0
stanhope,1
stanky,0
stanley,0
staples,2
stapleton,0
star,10
starbuck,0
starbucks,1
stare,0
stares,0
staring,1
stark,1
starling,2
starred,0
starring,1
stars,3
starship,0
start,34
started,36
starter,0
starters,0
starting,14
startling,0
startrek,1
starts,2
startup,1
starvation,0
starved,0
starwars,1
stash,1
stasi,0
state,47
stated,0
statement,4
staten,20
states,21
static,0
stating,1
station,9
stationary,0
stations,2
statistic,1
statistics,4
stats,0
statue,1
statues,0
status,9
statute,0
statutory,1
staunton,0
stay,366
stayed,1
stayin,3
staying,52
stays,3
steady,1
steak,8
steaks,2
steal,4
stealing,1
stealth,2
steam,3
steamed,1
steamer,2
steel,0
steering,1
steet,0
steiner,0
stella,3
stellar,0
stem,1
stems,1
stencil,0
step,18
steph,0
stephanie,0
stephen,0
stephens,1
stepped,1
steppin,0
stepping,0
steps,11
sterilize,0
sterilized,1
sterling,0
stethoscope,0
steve,1
steven,0
stevens,0
stevenson,0
stevie,2
stew,2
stewart,0
stewie,0
stick,7
sticker,1
stickers,2
sticking,2
sticks,2
sticky,0
stigma,31
stillness,0
stills,2
stimpy,0
stimulated,0
sting,0
stinks,0
stir,3
stirling,0
stirs,1
stis,1
stitch,0
stitches,0
stock,7
stocked,1
stockholm,3
stockpile,1
stockpiling,1
stockport,0
stocks,2
stockton,0
stoicism,0
stoke,1
stole,2
stolen,1
stomp,0
stone,1
stoned,0
stonehenge,0
stoner,0
stones,2
stood,2
stool,0
stools,1
stoop,1
stooped,1
stoopid,1
stop,101
stoppage,0
stopped,9
stoppers,0
stopping,2
stops,3
storage,1
store,45
stored,1
storefronts,0
stores,8
storey,0
stories,13
storm,5
storms,1
stormy,1
story,20
storyteller,0
storytelling,0
stout,1
stowing,0
straight,3
strain,1
strains,1
strait,0
straits,0
strand,2
stranded,3
strange,2
strangeland,0
stranger,1
strangers,4
strangest,1
stranglehold,0
strap,1
strapped,0
strapping,0
straps,1
strasbourg,2
strategic,0
strategically,0
strategies,2
strategy,2
stratford,0
straw,0
strawberries,0
strawberry,5
stray,0
streak,0
streaks,1
stream,10
streamed,3
streaming,0
streamlined,0
streams,1
street,28
streetfight,0
streetracing,2
streets,25
streetz,1
strenght,0
strength,5
strengthen,2
strengthened,1
strep,0
stress,10
stressed,1
stresses,0
stressful,5
stretch,1
stretched,0
stretches,0
stretching,2
strict,1
strictly,2
stride,0
strides,0
strife,0
strike,1
strikes,1
striking,1
string,1
strings,1
strip,3
stripclub,1
stripes,0
stripped,0
strippers,0
strips,0
strives,1
striving,0
stroke,0
stroking,1
stroll,2
stroller,1
strolling,2
strom,0
strong,19
stronger,6
strongest,2
strongly,0
strongman,0
struck,0
structural,0
structure,1
struggle,7
struggles,2
struggling,7
strut,0
stryker,0
stu,1
stuart,2
stubborn,2
stuck,16
stud,0
studded,1
student,10
students,15
studied,0
studies,0
studio,19
studios,5
study,5
studying,2
stuff,12
stuffed,2
stuffing,4
stuffs,1
stumbled,1
stumbling,0
stung,1
stunned,0
stunner,0
stunners,1
stunning,1
stunt,2
stunts,1
stupid,11
stupidity,1
stupidly,1
stupor,0
stutter,1
stuttgart,4
stuyvesant,3
stv,0
style,31
styled,1
styles,2
styling,0
stylish,5
stylist,1
stylists,0
su,0
sub,1
subaru,1
subdivision,2
subject,2
subjected,0
subjects,0
sublimating,0
submissions,0
submit,0
submitted,0
submitting,1
subscribe,18
subscribed,0
subscriber,0
subscribing,3
subscription,2
subsequently,1
subsides,0
substance,1
substantial,0
substantially,2
substitute,0
substituting,0
substitution,1
substitutions,0
subtitle,1
subtle,0
suburban,0
suburbs,2
subway,4
subways,1
subzero,0
succeed,0
succeeding,0
success,8
successful,5
successfully,2
succumbed,2
suck,3
sucka,0
sucked,0
suckers,0
sucks,10
sudan,0
sudanese,0
sudbury,0
sudden,4
suddenly,2
sudhir,1
sudsy,0
sue,0
suffer,2
suffered,2
sufferers,0
suffering,12
sufferings,0
suffers,1
suffice,1
sufficient,1
suffocate,1
suffocating,0
suffolk,1
sufi,0
sugar,3
sugary,0
suggest,2
suggested,3
suggestion,5
suggestions,0
suicide,0
suing,1
suit,3
suitable,0
suitcases,0
suite,1
suited,0
suites,2
suits,1
suke,0
suki,0
sul,1
sullivan,0
sultan,1
sulu,1
sum,12
sumatra,2
summarising,1
summary,1
summed,0
summer,17
summers,1
summertime,0
summerville,0
summit,1
summon,0
sumner,2
sumo,1
sumptuous,0
sums,1
sumter,0
sumthin,1
sun,15
sunbathing,0
sunday,65
sundayafternoon,0
sundays,6
sundown,1
sunflower,1
sung,0
sunglass,1
sunglasses,2
sunk,2
sunlight,3
sunning,0
sunny,8
sunrays,0
sunrise,5
sunrises,0
sunroof,0
suns,0
sunset,24
sunsets,2
sunshine,14
sup,1
super,16
superb,0
superbly,0
superboy,1
supercar,0
supercharged,0
superfriends,0
superhero,1
superheroes,1
superheros,0
superhuman,1
superintendent,1
superior,0
superman,0
supermans,1
supermarket,7
supermarkets,8
supernatural,2
superpower,1
superpowers,0
supersized,0
superstar,1
superstars,1
superstition,0
supervisor,1
supper,0
supplement,1
supplements,0
supplied,0
suppliers,1
supplies,11
supply,5
support,82
supported,4
supporter,0
supporters,3
supporting,15
supportive,0
supports,2
suppose,4
supposed,13
suppressing,0
suppression,0
supreme,10
supremely,0
suprised,0
sur,1
surely,5
surender,1
surest,1
surf,4
surface,3
surfaces,3
surfer,0
surfing,3
surge,1
surgeon,0
surgeries,1
surgery,1
surges,1
surgical,4
surging,1
surpass,1
surpassed,1
surprise,12
surprised,3
surprises,2
surprising,0
surprisingly,0
surreal,2
surrealism,0
surrender,1
surrendered,0
surrey,3
surrounded,0
surrounding,3
surroundings,0
surrounds,1
suru,1
surveillance,1
survey,7
surveyed,1
surveys,0
survival,13
survivalists,1
survive,11
survived,5
survives,1
survivial,1
surviving,5
survivor,3
survivors,0
susan,0
susanne,0
susceptible,0
sushi,9
suspect,1
suspected,9
suspects,0
suspend,3
suspended,2
suspending,0
suspends,0
suspense,0
suspension,1
suspicious,0
sussed,0
sussex,4
sustain,0
sustainability,0
sustainable,3
sustaining,1
sutherland,0
sutter,1
sutton,0
suv,0
suzy,0
sw,0
swag,1
swagger,0
swain,0
swallow,1
swallowtail,1
swamp,1
swan,0
swanky,1
swans,1
swanston,1
swap,0
swapping,1
swarm,0
swartz,0
swats,1
sway,0
swayed,1
swayze,0
swear,4
sweat,4
sweater,0
sweating,0
sweats,0
sweatshirt,0
sweaty,0
sweden,21
swedish,1
sweeney,0
sweep,0
sweeping,1
sweeps,0
sweet,12
sweeter,0
sweetest,0
sweetheart,0
sweetie,0
sweets,1
swells,0
swift,0
swifter,0
swim,1
swimming,6
swimsuits,0
swine,2
swing,2
swinging,0
swings,1
swinton,1
swipe,12
swiping,1
swirling,0
swish,0
swishing,1
swiss,2
switch,2
switched,0
switches,0
switching,0
switzerland,9
swoosh,1
sword,1
swords,0
swore,0
sxsw,0
sydney,11
syed,2
sylvestor,1
sylvie,0
symbiosis,0
symbol,2
symbolic,1
symbolism,0
symbolizes,0
symmetry,0
sympathy,0
symposium,0
symptom,3
symptomatic,0
symptoms,12
synagogues,0
sync,0
synced,1
synched,1
syndicate,1
syndrome,1
synonyms,0
synth,0
synthesizer,0
synthesizers,0
synthetic,1
synths,0
syracuse,0
syria,1
syrup,0
system,15
systems,4
t,413
ta,0
tab,2
tabby,0
tabernacle,1
table,4
tables,3
tabletop,2
tablets,1
tableware,0
tabloids,0
tabs,1
tacked,1
tackle,1
tackling,0
taco,10
tacoma,0
tacos,14
tactic,0
tactical,1
tactics,0
tae,0
taekwondo,0
taffy,0
tag,33
tage,0
tagged,0
tagging,0
tagline,0
tags,2
tah,1
tahoe,0
tail,1
tailed,1
tailor,2
tailoring,1
tainted,1
taipei,1
taiwan,2
taj,0
tajmahal,0
tak,1
take,120
takeaway,2
taken,29
takeoff,1
takeout,14
takeover,0
takeovers,1
taker,0
takers,1
takes,9
takin,1
taking,35
tale,0
talent,2
talented,3
talentless,1
talents,1
tales,0
tali,1
talia,0
talk,22
talkative,0
talked,2
talkin,0
talking,11
talks,4
talkshow,1
tall,2
tallest,0
tally,3
talons,1
tam,0
tamarind,1
tame,0
tami,1
tamil,4
tammy,2
tampa,2
tamura,0
tan,1
tandem,0
tandon,0
tang,0
tangerine,1
tangible,2
tangled,1
tango,1
tangy,0
tank,0
tanks,0
tanned,1
tanner,0
tanning,2
tans,1
tanvi,0
tanya,0
tanzania,12
tao,1
tap,26
tapdancing,0
tape,1
taped,0
tapes,1
tapioca,0
tapped,1
tapping,1
tara,1
taraf,0
target,6
targeted,1
targets,2
tarn,1
tarot,0
tarrytown,0
tart,2
tartan,0
tarts,3
tarzan,0
tasha,0
task,3
tasked,0
tasking,0
tasks,0
taste,6
tasted,0
tasteful,0
tastes,1
tastier,0
tasting,2
tasty,0
tat,2
tatiana,0
tats,3
tattoo,6
tattoos,1
taught,4
taurus,0
tavern,2
tax,0
taxes,3
taxi,1
tay,0
taylor,3
taz,1
tb,4
tbh,2
tbs,2
tc,1
tch,1
td,1
te,1
tea,7
teach,6
teacher,3
teachers,2
teaches,1
teaching,5
teal,0
team,26
teamed,0
teaming,0
teams,4
teamwork,0
teaneck,0
teared,0
tearing,0
tears,1
teas,0
teasing,0
teatime,1
teborg,0
tec,1
tech,6
techie,1
technical,0
technician,0
technicians,0
technics,0
technique,1
techniques,0
techno,2
technologies,0
technology,11
techs,1
ted,1
teddy,4
tee,8
teen,0
teenager,1
teenagers,0
teens,1
teeter,0
teeth,0
tehran,1
tek,0
tel,0
telecast,0
telecasted,0
telecommunication,0
telegraph,0
telephone,0
teleprompter,0
telescope,0
televised,0
television,2
tell,41
teller,0
tellin,0
telling,4
tells,4
telly,0
telugu,0
tempe,2
temper,0
temperature,5
temperatures,0
template,0
templates,1
temple,1
temples,0
tempo,0
temporal,1
temporarily,7
temporary,3
temps,0
tempted,0
ten,3
tenant,1
tenants,1
tend,1
tended,1
tendency,0
tender,0
tenderloin,1
tendo,1
tengo,0
tennessee,14
tennis,3
tense,0
tension,0
tent,1
tents,1
tequila,2
ter,1
tera,1
teri,0
term,3
termed,0
terminal,1
terminate,0
terminated,1
terminator,0
terms,1
terra,0
terrace,2
terrence,1
terrible,2
terrier,1
terrific,0
terrified,1
terrifying,1
territories,0
territory,11
terrorist,1
terry,0
tesco,4
tesla,0
test,28
testament,0
tested,19
testimony,0
testing,114
tests,7
tet,0
tewksbury,1
tex,0
texans,1
texas,51
text_0,7
textile,0
texting,1
texts,0
texture,1
tftd,0
tfw,1
tgif,3
th,60
tha,2
thai,0
thailand,13
thakur,0
thames,11
thane,2
thang,3
thani,0
thank,78
thanked,0
thankful,9
thankfully,2
thanking,2
thanks,68
thanksgiving,0
thankyou,2
thanx,0
thar,1
thatcher,1
thats,4
thaw,0
thayer,0
theater,2
theaters,0
theatre,3
theme,6
themed,1
theo,0
theoffice,1
theology,0
theories,2
theorists,0
theory,2
therapeutic,2
therapies,0
therapist,0
therapists,4
therapy,6
therefore,1
theres,0
thermal,3
theses,0
theyre,1
thick,1
thicker,1
thickness,0
thid,0
thief,1
thier,1
thighs,0
thin,1
thing,56
things,55
thingy,1
think,68
thinking,14
thinks,2
third,5
thirds,0
thirsty,0
thirty,0
thomas,2
thomson,1
thon,1
thong,0
thor,0
thorn,1
thornton,0
thorough,0
thoroughly,1
thorpe,1
thos,2
thought,25
thoughtful,0
thoughts,13
thousand,0
thousands,6
thr,0
thrashed,1
thread,2
threat,3
threatened,0
threatening,1
threatens,2
threats,1
threshold,1
threw,0
thrilled,0
thriller,0
thrive,0
thriving,2
throat,1
throne,0
throttling,0
throw,5
throwback,22
throwbacks,0
throwing,3
thrown,1
throws,0
thrust,1
tht,0
thug,2
thuglife,3
thumb,2
thumbing,1
thumbs,0
thunder,1
thunderbird,1
thunderbirds,1
thunderdome,1
thunderstorm,1
thunderstorms,2
thursday,12
thursdays,0
thus,1
thx,2
thy,2
thyme,3
tia,0
tian,1
tiara,1
tibetan,1
tick,1
ticket,0
tickets,0
tickle,0
tidal,0
tide,0
tides,0
tidy,1
tie,0
tied,1
tiempo,0
tiene,1
tier,1
tiered,1
ties,1
tiffany,2
tiger,4
tigers,0
tight,0
tighten,1
tightened,0
tiki,1
til,1
tile,1
tiles,0
tilly,0
tim,1
timbo,1
time,323
timed,1
timeless,1
timeline,2
timelord,0
timely,0
timer,1
times,88
timing,1
timna,0
timothy,0
timur,1
tin,0
tina,0
tinder,0
tine,1
ting,0
tinge,2
tink,1
tinkerbell,0
tino,0
tint,0
tinto,0
tiny,1
tio,1
tion,0
tip,10
tipps,0
tips,18
tire,1
tired,15
tireless,2
tirelessly,5
tires,0
tiring,1
tis,0
tissue,4
tit,0
titan,0
titans,0
tithe,1
title,11
titled,2
titles,1
tito,0
tits,0
tittle,0
tizzy,0
tk,0
tlc,3
tm,0
tmo,0
tn,4
tnt,0
toad,0
toady,0
toast,4
toasted,0
tobacco,2
toby,1
todays,0
todd,0
toddler,2
todo,1
todt,0
toe,1
toes,0
toffee,1
togather,0
togetherness,0
toilet,10
tok,3
token,0
toking,0
tokyo,6
told,13
toledo,1
tolerable,1
tolerance,0
tolerate,0
tolerating,1
toliet,0
toll,7
tolls,1
tollywood,1
tolstoy,1
tom,6
tomato,2
tomatoes,0
tomb,0
tome,1
tomfoolery,0
tomi,0
tomlin,0
tomm,0
tommorow,0
tommy,0
tomorrow,28
tomorrowland,1
ton,2
tone,1
toned,1
tones,1
tong,1
tongue,1
toni,1
tonic,1
tonight,57
toning,1
tonite,0
tonne,1
tonnes,0
tons,1
tony,5
took,26
tool,3
toole,1
tools,3
tooo,1
toot,1
tooth,0
toothache,1
toothbrush,1
toothpaste,0
toothpick,1
top,20
topic,3
topics,0
topped,1
toppers,0
topping,2
tops,3
torch,0
torches,0
torn,1
tornado,0
toronto,22
torrance,1
torres,0
tortilla,0
tortillas,2
torture,0
torturous,0
toss,1
tot,0
total,46
totally,9
totals,1
tots,0
tottenham,1
touch,9
touchdown,1
touched,2
touches,1
touchy,1
tough,11
tougher,0
toughest,1
tour,9
touring,0
tourism,3
tourist,0
tourists,1
tournament,2
tours,1
tout,0
towel,2
towels,2
tower,5
towering,0
towers,2
towing,0
town,20
towns,2
township,10
toxic,3
toy,2
toyota,1
toys,1
tp,12
trace,0
traced,0
tracey,0
tracing,0
track,15
tracked,0
tracker,1
trackers,0
tracking,4
tracklist,1
tracks,1
tractor,0
tractors,0
tracy,0
trade,0
traded,1
trader,0
trades,25
trading,0
tradition,1
traditional,1
trafalgar,0
traffic,11
tragedy,0
tragic,0
tragically,1
trail,0
trailblazers,0
trailer,2
trails,1
train,3
trained,0
trainer,1
trainers,5
training,32
trainings,0
trains,5
trainspotting,3
trajectory,0
tram,2
trampoline,3
trance,2
tranquility,1
trans,1
transaction,1
transactions,0
transcended,0
transfer,1
transferring,0
transfers,0
transform,0
transformation,2
transformed,0
transformers,0
transgression,1
transit,3
transition,0
transitional,0
transitions,0
transitory,0
translate,1
translated,0
translation,0
transmission,2
transmit,2
transmitted,1
transparency,0
transparent,1
transport,3
transportation,4
transporter,1
transports,0
trap,5
trapped,2
trapping,0
trash,1
trauma,0
traumatic,0
travel,48
traveled,0
traveler,2
travelers,1
traveling,6
travelled,1
traveller,1
travellers,1
travelling,2
travelogue,1
travels,1
travers,0
traverse,0
travis,0
trays,0
tread,0
treading,0
treadmill,1
treasure,1
treasury,0
treat,3
treated,2
treating,3
treatment,12
treatments,0
treats,1
tree,6
treehouse,1
treeline,1
trees,15
trek,0
trekking,1
treks,0
tremendous,1
tremendously,0
tremont,1
trend,3
trending,4
trends,3
trendsetter,0
trendy,0
tres,1
trey,0
tri,4
triage,0
trial,2
trials,6
triana,0
triangle,0
triangles,1
tribbles,0
tribe,2
tribeca,0
tribulation,0
tribune,2
tribute,4
tributes,1
tricking,0
tricks,0
tricky,1
trident,0
tried,4
tries,1
trifecta,1
triffids,1
trigger,0
triggered,1
triggers,0
triller,1
trillion,2
trim,2
trimmed,0
trimming,0
trinidad,3
trinity,1
trip,19
triple,2
tripod,1
tripper,0
tripping,1
trippy,0
trips,5
trish,0
triton,1
triumph,3
triumphs,0
trivandrum,2
trivia,0
troll,1
trolls,1
troop,1
trooper,1
troops,1
trophy,0
tropical,4
tropics,1
trot,1
trouble,1
troubled,2
troubles,0
troubling,0
trout,3
troy,2
tru,0
truce,0
truck,4
trucker,2
trucking,1
truckload,1
trucks,1
truer,1
truffle,1
truly,8
trump,37
trumpet,0
truncate,1
trunk,0
trust,10
trusted,3
trustee,0
trusting,0
trustworthy,0
trusty,0
truth,12
truthful,0
try,28
tryin,2
trying,30
ts,2
tshirt,1
tsunami,1
tu,1
tub,3
tube,1
tubes,1
tucked,1
tucker,0
tucson,5
tudor,0
tuesday,18
tuesdays,0
tuff,0
tug,1
tuition,0
tujunga,1
tulip,0
tulips,1
tum,2
tumbler,0
tumbling,1
tummy,0
tumultuous,1
tun,1
tuna,2
tune,14
tuned,5
tunes,1
tuning,0
tunisia,1
tunnel,4
tunnels,0
tupac,0
turbo,1
turbulent,0
turd,0
turf,1
turin,0
turing,0
turkey,11
turkeys,2
turkish,3
turmoil,0
turn,11
turned,6
turning,4
turnip,2
turnout,2
turns,2
